"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032891","GO:0032891","negative regulation of organic acid transport","5/632","24/18888",0.208333333333333,6.22626582278481,4.7666958115953,0.00103410585664227,0.0266193111028777,0.0223274277214534,"8501/134/4889/3952/8529",5
"GO:0001889","GO:0001889","liver development","13/632","143/18888",0.0909090909090909,2.71691599539701,3.83452486946243,0.00104247578419596,0.0266814230709354,0.022379525255912,"5009/6195/9104/6927/2627/4851/3549/5727/55959/54600/54658/54575/6928",13
"GO:0032890","GO:0032890","regulation of organic acid transport","9/632","77/18888",0.116883116883117,3.49317770836758,4.0787761561513,0.00105452197101375,0.0268363858418784,0.0225095030774407,"5608/3553/6622/8501/134/4889/3952/8529/51703",9
"GO:0006935","GO:0006935","chemotaxis","29/632","466/18888",0.0622317596566524,1.85986309556147,3.49696346515563,0.00106955393963224,0.0270651530825581,0.0227013857302852,"846/80024/1511/1113/6387/7060/335/2185/3553/1969/6279/185/4851/3570/6280/60675/5473/5196/26585/6036/2358/2357/682/6363/6288/3579/6357/284340/177",29
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","10/632","93/18888",0.10752688172043,3.21355655369539,3.98151308339262,0.00109036295105138,0.0274367171784222,0.0230130418231957,"58524/4804/8626/55512/650/9313/2627/6469/682/258",10
"GO:0006882","GO:0006882","intracellular zinc ion homeostasis","6/632","36/18888",0.166666666666667,4.98101265822785,4.44839464318475,0.00113351511919069,0.0283632079265647,0.0237901526632847,"4495/25800/6279/7780/6280/4496",6
"GO:0042330","GO:0042330","taxis","29/632","468/18888",0.061965811965812,1.85191496267446,3.47225470805749,0.00114208162980498,0.0284187978883139,0.0238367797472162,"846/80024/1511/1113/6387/7060/335/2185/3553/1969/6279/185/4851/3570/6280/60675/5473/5196/26585/6036/2358/2357/682/6363/6288/3579/6357/284340/177",29
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","17/632","219/18888",0.0776255707762557,2.31992370383215,3.65550660991545,0.00115859484595169,0.0286704216299316,0.0240478337028298,"1750/3479/8626/1749/6387/7060/2064/1893/185/4851/5578/3549/6469/6664/80139/664616/283",17
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","10/632","94/18888",0.106382978723404,3.17936978184756,3.94114538787267,0.00118442133008759,0.0288316474862081,0.0241830648002437,"3872/6469/9119/3866/54474/1674/23336/3854/319101/3861",10
"GO:0051952","GO:0051952","regulation of amine transport","10/632","94/18888",0.106382978723404,3.17936978184756,3.94114538787267,0.00118442133008759,0.0288316474862081,0.0241830648002437,"1113/6387/6622/90019/8501/1813/134/4889/5028/3952",10
"GO:0055006","GO:0055006","cardiac cell development","10/632","94/18888",0.106382978723404,3.17936978184756,3.94114538787267,0.00118442133008759,0.0288316474862081,0.0241830648002437,"3479/88/6910/4633/9096/2626/4851/221476/8557/4892",10
"GO:0071621","GO:0071621","granulocyte chemotaxis","12/632","128/18888",0.09375,2.80181962025316,3.8057223019292,0.00122982626712604,0.0297579249234993,0.0249599967220054,"7060/3553/6279/6280/5473/5196/682/6363/6288/3579/6357/284340",12
"GO:0009636","GO:0009636","response to toxic substance","19/632","260/18888",0.0730769230769231,2.18398247322298,3.57672910395024,0.00125455895683233,0.0297579249234993,0.0249599967220054,"3049/2936/9429/4495/1644/50506/2627/1813/6280/2168/79849/3040/57016/4496/3039/3045/2938/3043/3240",19
"GO:0048732","GO:0048732","gland development","28/632","449/18888",0.0623608017817372,1.86371965831242,3.44639068967849,0.00125555459627838,0.0297579249234993,0.0249599967220054,"5009/8626/5909/79152/2625/9368/8456/79971/6195/335/6943/650/9104/6927/64220/2627/1969/4851/1813/3549/6469/80139/5727/55959/54600/54658/54575/6928",28
"GO:0061008","GO:0061008","hepaticobiliary system development","13/632","146/18888",0.089041095890411,2.6610889543957,3.7488543468673,0.00126191163803773,0.0297579249234993,0.0249599967220054,"5009/6195/9104/6927/2627/4851/3549/5727/55959/54600/54658/54575/6928",13
"GO:0010919","GO:0010919","regulation of inositol phosphate biosynthetic process","4/632","15/18888",0.266666666666667,7.96962025316456,5.02425289130394,0.00126233662323395,0.0297579249234993,0.0249599967220054,"51744/6622/5745/5028",4
"GO:0036376","GO:0036376","sodium ion export across plasma membrane","4/632","15/18888",0.266666666666667,7.96962025316456,5.02425289130394,0.00126233662323395,0.0297579249234993,0.0249599967220054,"479/8671/480/481",4
"GO:0045103","GO:0045103","intermediate filament-based process","10/632","95/18888",0.105263157894737,3.14590273151232,3.90131478952242,0.00128499630282701,0.0301334996877601,0.0252750168354345,"3872/6469/9119/3866/54474/1674/23336/3854/319101/3861",10
"GO:0009914","GO:0009914","hormone transport","22/632","322/18888",0.0683229813664596,2.04190581020521,3.50860468088969,0.00130029896108731,0.0302916679946343,0.0254076833580921,"846/3784/80024/1113/3172/55512/56729/7036/2625/3553/3170/6927/185/1813/134/5028/2266/2243/2244/3952/6664/6928",22
"GO:0006813","GO:0006813","potassium ion transport","18/632","241/18888",0.0746887966804979,2.2321550501602,3.58184355405212,0.0013052672299541,0.0302916679946343,0.0254076833580921,"3784/6550/479/88/2185/60598/480/481/1813/25769/3772/3760/134/57628/10008/30820/90134/157855",18
"GO:0003161","GO:0003161","cardiac conduction system development","6/632","37/18888",0.162162162162162,4.84639069449196,4.35736836838651,0.0013151693606361,0.0303641420942737,0.0254684723174728,"6910/9096/2626/2627/4851/9242",6
"GO:0035051","GO:0035051","cardiocyte differentiation","14/632","165/18888",0.0848484848484849,2.53578826237054,3.68657278983601,0.0013308502822273,0.0305686072517747,0.025639971159348,"3479/88/6910/55553/4633/9096/650/2626/2627/4851/221476/26585/8557/4892",14
"GO:0042063","GO:0042063","gliogenesis","23/632","346/18888",0.0664739884393064,1.98664666715446,3.4463440413348,0.00146488169038483,0.0330528210559845,0.0277236503328536,"7161/79152/55553/2185/745/3553/650/1840/2016/2064/6279/1404/4851/84504/176/6886/6280/6469/5028/1000/4118/6664/177",23
"GO:0006937","GO:0006937","regulation of muscle contraction","14/632","167/18888",0.0838323353293413,2.5054195406655,3.63570367071098,0.00149295096578782,0.0330528210559845,0.0277236503328536,"3784/779/4625/1113/4633/5144/7134/4607/2626/481/80005/60675/134/6262",14
"GO:0006814","GO:0006814","sodium ion transport","18/632","244/18888",0.0737704918032787,2.20471052085495,3.52407615489808,0.00149942793380153,0.0330528210559845,0.0277236503328536,"92745/3784/6550/479/8671/54997/80024/6528/9368/6535/480/284111/481/159963/1813/154043/25769/10008",18
"GO:0048469","GO:0048469","cell maturation","16/632","205/18888",0.0780487804878049,2.33257178141402,3.56928684862234,0.0015108564814193,0.0330528210559845,0.0277236503328536,"54763/1811/9985/2625/2185/2528/5745/6886/7855/3549/2266/6363/26047/326340/283/3640",16
"GO:0002026","GO:0002026","regulation of the force of heart contraction","5/632","26/18888",0.192307692307692,5.74732229795521,4.5069084545986,0.00151442612985849,0.0330528210559845,0.0277236503328536,"4625/1113/4633/4635/6262",5
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","5/632","26/18888",0.192307692307692,5.74732229795521,4.5069084545986,0.00151442612985849,0.0330528210559845,0.0277236503328536,"6910/650/10439/2626/4851",5
"GO:0006063","GO:0006063","uronic acid metabolic process","5/632","26/18888",0.192307692307692,5.74732229795521,4.5069084545986,0.00151442612985849,0.0330528210559845,0.0277236503328536,"54578/7364/54600/54658/54575",5
"GO:0019585","GO:0019585","glucuronate metabolic process","5/632","26/18888",0.192307692307692,5.74732229795521,4.5069084545986,0.00151442612985849,0.0330528210559845,0.0277236503328536,"54578/7364/54600/54658/54575",5
"GO:0048736","GO:0048736","appendage development","15/632","186/18888",0.0806451612903226,2.41016741527154,3.59600541269182,0.00151757141122821,0.0330528210559845,0.0277236503328536,"1750/8626/5362/6910/1749/4621/8456/1382/6423/4851/3549/6469/26585/5727/64093",15
"GO:0060173","GO:0060173","limb development","15/632","186/18888",0.0806451612903226,2.41016741527154,3.59600541269182,0.00151757141122821,0.0330528210559845,0.0277236503328536,"1750/8626/5362/6910/1749/4621/8456/1382/6423/4851/3549/6469/26585/5727/64093",15
"GO:0055074","GO:0055074","calcium ion homeostasis","22/632","326/18888",0.0674846625766871,2.01685175118428,3.44580956757743,0.00152123764927846,0.0330528210559845,0.0277236503328536,"846/7504/779/80024/6387/5144/2185/9104/481/6622/1813/25769/5745/134/126306/2815/5028/6363/1139/159371/6357/6262",22
"GO:0048568","GO:0048568","embryonic organ development","28/632","455/18888",0.0615384615384615,1.83914313534567,3.37117229149021,0.00152755837432212,0.0330528210559845,0.0277236503328536,"1750/10083/3784/1749/2625/3216/9368/9096/3399/6943/23314/57053/2626/64220/1969/4851/7545/6886/7855/3549/6469/23414/8557/6664/5727/8076/6262/6928",28
"GO:0090257","GO:0090257","regulation of muscle system process","18/632","245/18888",0.073469387755102,2.19571170240248,3.50500658196302,0.0015693539573072,0.0337939248787449,0.0283452645426589,"3479/3784/779/4625/1113/4633/5144/7134/4607/2626/481/80005/4851/5578/60675/134/221476/6262",18
"GO:0071674","GO:0071674","mononuclear cell migration","16/632","206/18888",0.0776699029126214,2.32124861742657,3.54767385937864,0.00158877953314721,0.0340485336314179,0.0285588222301807,"80024/1511/2625/6387/2185/91662/1893/3570/26585/2358/6363/6288/3579/6357/284340/177",16
"GO:0035107","GO:0035107","appendage morphogenesis","13/632","150/18888",0.0866666666666667,2.59012658227848,3.63791816820772,0.00161311778825772,0.0342424387374708,0.0287214636382729,"1750/8626/5362/6910/1749/4621/1382/6423/4851/3549/6469/26585/5727",13
"GO:0035108","GO:0035108","limb morphogenesis","13/632","150/18888",0.0866666666666667,2.59012658227848,3.63791816820772,0.00161311778825772,0.0342424387374708,0.0287214636382729,"1750/8626/5362/6910/1749/4621/1382/6423/4851/3549/6469/26585/5727",13
"GO:0006942","GO:0006942","regulation of striated muscle contraction","10/632","98/18888",0.102040816326531,3.04959958667011,3.78491288774817,0.00162918422195433,0.0343018860640209,0.0287713261565647,"3784/4625/1113/4633/5144/4607/2626/481/134/6262",10
"GO:0051956","GO:0051956","negative regulation of amino acid transport","4/632","16/18888",0.25,7.47151898734177,4.81830705679929,0.0016388934176603,0.0343018860640209,0.0287713261565647,"8501/134/4889/3952",4
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","4/632","16/18888",0.25,7.47151898734177,4.81830705679929,0.0016388934176603,0.0343018860640209,0.0287713261565647,"2815/2266/2243/2244",4
"GO:0048639","GO:0048639","positive regulation of developmental growth","14/632","169/18888",0.0828402366863905,2.47576960527301,3.58556671278026,0.00167119520559562,0.0348152712830827,0.0292019372767235,"170302/3479/6910/6387/8437/7429/2627/1382/151835/4851/1813/23414/23566/3952",14
"GO:0007548","GO:0007548","sex differentiation","20/632","288/18888",0.0694444444444444,2.07542194092827,3.42180991447054,0.00174709923686654,0.0362196845806533,0.030379914282641,"23626/58524/8626/9985/3172/56729/2625/6943/2626/64220/2627/6423/2796/4851/2674/6469/23414/3952/283/3640",20
"GO:0008016","GO:0008016","regulation of heart contraction","16/632","208/18888",0.0769230769230769,2.29892891918208,3.50482092672954,0.00175478266443442,0.0362196845806533,0.030379914282641,"3784/6910/4625/1113/4633/9096/5144/2626/481/1813/3760/134/1674/10008/4635/6262",16
"GO:0007519","GO:0007519","skeletal muscle tissue development","14/632","170/18888",0.0823529411764706,2.46120625465376,3.56076635322858,0.00176674878033116,0.0362720783178003,0.030423860475489,"7504/54715/779/6943/58/84466/4851/4868/6469/124872/6664/9242/29895/246329",14
"GO:0048638","GO:0048638","regulation of developmental growth","22/632","330/18888",0.0666666666666667,1.99240506329114,3.38390040117337,0.00177351756007999,0.0362720783178003,0.030423860475489,"170302/3479/7161/6910/6387/8437/7429/10439/2627/84944/1382/151835/51316/4851/1813/4886/221476/23414/23566/3952/5727/6928",22
"GO:0006066","GO:0006066","alcohol metabolic process","24/632","373/18888",0.064343163538874,1.92296467234534,3.34976894223545,0.00180563331004052,0.0363315487649745,0.0304737423866215,"3479/6820/1577/1562/335/2805/51744/650/10948/1559/6622/6770/11160/7436/7108/5745/3990/2819/5028/1056/27284/3952/3418/57016",24
"GO:0033081","GO:0033081","regulation of T cell differentiation in thymus","5/632","27/18888",0.185185185185185,5.53445850914205,4.38694482937439,0.00180806793524352,0.0363315487649745,0.0304737423866215,"8456/8876/2064/3549/6469",5
"GO:0050996","GO:0050996","positive regulation of lipid catabolic process","5/632","27/18888",0.185185185185185,5.53445850914205,4.38694482937439,0.00180806793524352,0.0363315487649745,0.0304737423866215,"13/3553/134/2168/339221",5
"GO:0035296","GO:0035296","regulation of tube diameter","13/632","152/18888",0.0855263157894737,2.55604596935376,3.58379363516581,0.00181698301481453,0.0363315487649745,0.0304737423866215,"846/59/3274/185/80005/134/79987/5028/2266/2243/2244/3952/3043",13
"GO:0097746","GO:0097746","blood vessel diameter maintenance","13/632","152/18888",0.0855263157894737,2.55604596935376,3.58379363516581,0.00181698301481453,0.0363315487649745,0.0304737423866215,"846/59/3274/185/80005/134/79987/5028/2266/2243/2244/3952/3043",13
"GO:0006820","GO:0006820","monoatomic anion transport","14/632","171/18888",0.0818713450292398,2.4468132356207,3.53614140822516,0.00186679837646949,0.0371617330142527,0.0311700744122556,"6521/1179/846/3784/8671/1811/2568/760/6528/116369/10257/144453/8001/1187",14
"GO:0072080","GO:0072080","nephron tubule development","10/632","100/18888",0.1,2.98860759493671,3.70976187560201,0.00189755837028656,0.0376069200907677,0.0315434831092349,"2625/6943/650/4851/6469/26585/79192/6580/5727/6928",10
"GO:0030198","GO:0030198","extracellular matrix organization","22/632","332/18888",0.0662650602409639,1.98040262315083,3.35327012912882,0.00191248745760526,0.0377358208044667,0.0316516009097759,"3381/1308/4320/1511/4324/55512/650/9313/64066/170692/6423/4851/4314/4868/3549/26585/255631/79625/55959/1305/64093/1302",22
"GO:0035150","GO:0035150","regulation of tube size","13/632","153/18888",0.0849673202614379,2.53933978654753,3.55705497192291,0.00192662902481047,0.0378481201847637,0.0317457940422372,"846/59/3274/185/80005/134/79987/5028/2266/2243/2244/3952/3043",13
"GO:0043062","GO:0043062","extracellular structure organization","22/632","333/18888",0.0660660660660661,1.97445546812635,3.33803472420624,0.00198537795629003,0.0388319120795765,0.0325709672535008,"3381/1308/4320/1511/4324/55512/650/9313/64066/170692/6423/4851/4314/4868/3549/26585/255631/79625/55959/1305/64093/1302",22
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","16/632","211/18888",0.0758293838862559,2.26624272601836,3.44145303813763,0.0020308896699328,0.0394402530119763,0.0330812241923699,"846/3784/88/54997/6387/9368/5024/481/6622/154043/134/5028/3952/246329/6262/11027",16
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","10/632","101/18888",0.099009900990099,2.95901742072942,3.67288628901185,0.00204452810212021,0.0394402530119763,0.0330812241923699,"3479/4625/2626/2627/4851/5578/221476/8557/3952/6262",10
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","7/632","54/18888",0.12962962962963,3.87412095639944,3.93520946345768,0.00205366928589284,0.0394402530119763,0.0330812241923699,"2185/3553/1813/25769/134/4889/177",7
"GO:0120009","GO:0120009","intermembrane lipid transfer","7/632","54/18888",0.12962962962963,3.87412095639944,3.93520946345768,0.00205366928589284,0.0394402530119763,0.0330812241923699,"57476/57605/23130/335/10948/4547/6770",7
"GO:0045229","GO:0045229","external encapsulating structure organization","22/632","334/18888",0.0658682634730539,1.96854392480861,3.32285197081898,0.00206061696499477,0.0394402530119763,0.0330812241923699,"3381/1308/4320/1511/4324/55512/650/9313/64066/170692/6423/4851/4314/4868/3549/26585/255631/79625/55959/1305/64093/1302",22
"GO:0006006","GO:0006006","glucose metabolic process","15/632","192/18888",0.078125,2.3348496835443,3.45896241725824,0.00207351933852875,0.0394402530119763,0.0330812241923699,"3479/3784/2646/10891/2805/3170/9104/2538/229/80201/3101/4886/2819/3952/51547",15
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","4/632","17/18888",0.235294117647059,7.03201787043932,4.62942271917598,0.00208692564497397,0.0394402530119763,0.0330812241923699,"2805/84706/3418/55753",4
"GO:0032310","GO:0032310","prostaglandin secretion","4/632","17/18888",0.235294117647059,7.03201787043932,4.62942271917598,0.00208692564497397,0.0394402530119763,0.0330812241923699,"5608/10257/3553/3952",4
"GO:0061053","GO:0061053","somite development","9/632","85/18888",0.105882352941176,3.16440804169769,3.72110773824987,0.00212647168702771,0.0399623587261382,0.0335191497852169,"4222/5362/9096/6423/4851/3549/6469/8557/5727",9
"GO:0015732","GO:0015732","prostaglandin transport","5/632","28/18888",0.178571428571429,5.33679927667269,4.27282109485114,0.00214131861894914,0.0399623587261382,0.0335191497852169,"5608/10257/3553/3952/6580",5
"GO:0042634","GO:0042634","regulation of hair cycle","5/632","28/18888",0.178571428571429,5.33679927667269,4.27282109485114,0.00214131861894914,0.0399623587261382,0.0335191497852169,"4804/79152/8456/3872/79574",5
"GO:0043500","GO:0043500","muscle adaptation","11/632","119/18888",0.092436974789916,2.76257844910116,3.58871181944514,0.00216762243118609,0.0402853977978527,0.0337901046381444,"3479/779/4625/7134/3553/2627/58/4851/5578/221476/8557",11
"GO:0035270","GO:0035270","endocrine system development","12/632","137/18888",0.0875912408759124,2.61775847731683,3.5358917982359,0.00219822590052049,0.0406853463158318,0.0341255686775017,"5909/2625/335/3170/650/64220/2627/84504/1813/3570/6469/1000",12
"GO:0045216","GO:0045216","cell-cell junction organization","16/632","213/18888",0.0751173708920188,2.24496345159565,3.39979956720478,0.00223441498424074,0.0411849576724867,0.0345446267219199,"6910/10686/3553/1013/9071/1969/5578/4868/129446/7855/79987/2705/143162/1000/26047/80139",16
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","6/632","41/18888",0.146341463414634,4.37357209015128,4.02344458274314,0.00227198935233609,0.0417059029062023,0.0349815789408434,"9104/4607/229/481/4635/6262",6
"GO:0002548","GO:0002548","monocyte chemotaxis","8/632","70/18888",0.114285714285714,3.41555153707052,3.76717514007961,0.00228512112200611,0.0417757449202669,0.0350401601909337,"1511/6387/3570/26585/2358/6363/6357/284340",8
"GO:0055088","GO:0055088","lipid homeostasis","14/632","176/18888",0.0795454545454545,2.37730149597238,3.4155642911468,0.00244023159078639,0.0444300703054156,0.0372665235238195,"6296/57476/2646/3172/335/2805/2538/84647/4547/134/3990/2167/285848/339221",14
"GO:0072009","GO:0072009","nephron epithelium development","11/632","121/18888",0.0909090909090909,2.71691599539701,3.5251818109953,0.00247289853417241,0.0448425608686567,0.0376125074300504,"2625/6943/650/4851/4868/6469/26585/79192/6580/5727/6928",11
"GO:0032370","GO:0032370","positive regulation of lipid transport","9/632","87/18888",0.103448275862069,3.09166302924487,3.63829649088085,0.00249784355503541,0.0449182259580919,0.0376759728897263,"56729/5608/335/10396/3553/339221/5727/8529/51703",9
"GO:0055013","GO:0055013","cardiac muscle cell development","9/632","87/18888",0.103448275862069,3.09166302924487,3.63829649088085,0.00249784355503541,0.0449182259580919,0.0376759728897263,"3479/88/6910/4633/9096/2626/221476/8557/4892",9
"GO:0003171","GO:0003171","atrioventricular valve development","5/632","29/18888",0.172413793103448,5.15277171540812,4.1640404759152,0.00251718569222618,0.0449182259580919,0.0376759728897263,"6910/650/10439/2626/4851",5
"GO:0042403","GO:0042403","thyroid hormone metabolic process","5/632","29/18888",0.172413793103448,5.15277171540812,4.1640404759152,0.00251718569222618,0.0449182259580919,0.0376759728897263,"6528/2625/405753/50506/27284",5
"GO:0014897","GO:0014897","striated muscle hypertrophy","10/632","104/18888",0.0961538461538462,2.8736611489776,3.56492910264735,0.0025412457045558,0.0449890889751203,0.0377354105244837,"3479/4625/2626/2627/4851/5578/221476/8557/3952/6262",10
"GO:0061326","GO:0061326","renal tubule development","10/632","104/18888",0.0961538461538462,2.8736611489776,3.56492910264735,0.0025412457045558,0.0449890889751203,0.0377354105244837,"2625/6943/650/4851/6469/26585/79192/6580/5727/6928",10
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","13/632","158/18888",0.0822784810126582,2.45898093254286,3.4264664726254,0.00255991398640354,0.0451411604137852,0.0378629631888696,"1113/9368/84658/2774/1813/266977/5578/2849/5745/5196/23566/347088/222487",13
"GO:0070328","GO:0070328","triglyceride homeostasis","6/632","42/18888",0.142857142857143,4.26943942133816,3.94662227193176,0.00257697804708542,0.0452638614623357,0.0379658809083504,"2646/3172/335/84647/134/3990",6
"GO:0016264","GO:0016264","gap junction assembly","4/632","18/18888",0.222222222222222,6.64135021097046,4.45523461842272,0.00261285993072239,0.0453604636810293,0.0380469077631505,"6910/3553/2705/26047",4
"GO:0042481","GO:0042481","regulation of odontogenesis","4/632","18/18888",0.222222222222222,6.64135021097046,4.45523461842272,0.00261285993072239,0.0453604636810293,0.0380469077631505,"58524/4804/650/6469",4
"GO:1901569","GO:1901569","fatty acid derivative catabolic process","4/632","18/18888",0.222222222222222,6.64135021097046,4.45523461842272,0.00261285993072239,0.0453604636810293,0.0380469077631505,"5019/8529/4051/64064",4
"GO:0015837","GO:0015837","amine transport","10/632","105/18888",0.0952380952380952,2.84629294755877,3.52979917144477,0.00272677175271301,0.0471552535922841,0.0395523202009053,"1113/6387/6622/90019/8501/1813/134/4889/5028/3952",10
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","11/632","123/18888",0.0894308943089431,2.67273849953689,3.46292862077534,0.00281204239795913,0.0484428380786882,0.0406323049324539,"10891/13/335/3553/9104/6770/134/2168/58526/345275/339221",11
"GO:0055090","GO:0055090","acylglycerol homeostasis","6/632","43/18888",0.13953488372093,4.17015013246983,3.87215918359483,0.00291168173181598,0.0492179998676595,0.0412824858762357,"2646/3172/335/84647/134/3990",6
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","6/632","43/18888",0.13953488372093,4.17015013246983,3.87215918359483,0.00291168173181598,0.0492179998676595,0.0412824858762357,"201294/335/80005/2266/2243/2244",6
"GO:0008544","GO:0008544","epidermis development","24/632","387/18888",0.062015503875969,1.85340005887548,3.15607827082138,0.00291206250149877,0.0492179998676595,0.0412824858762357,"10083/3784/4804/1308/8626/6820/79152/23581/9368/8456/3872/2627/1969/1382/4851/222223/6469/79987/9119/3866/3854/5727/319101/3861",24
"GO:0014896","GO:0014896","muscle hypertrophy","10/632","106/18888",0.0943396226415094,2.81944112729878,3.49508094016667,0.00292297119106886,0.0492179998676595,0.0412824858762357,"3479/4625/2626/2627/4851/5578/221476/8557/3952/6262",10
"GO:0042472","GO:0042472","inner ear morphogenesis","10/632","106/18888",0.0943396226415094,2.81944112729878,3.49508094016667,0.00292297119106886,0.0492179998676595,0.0412824858762357,"1750/10083/3784/1749/2625/9368/9096/57053/7545/8557",10
"GO:0048709","GO:0048709","oligodendrocyte differentiation","10/632","106/18888",0.0943396226415094,2.81944112729878,3.49508094016667,0.00292297119106886,0.0492179998676595,0.0412824858762357,"7161/79152/55553/745/2064/4851/84504/6469/4118/6664",10
"GO:0007588","GO:0007588","excretion","5/632","30/18888",0.166666666666667,4.98101265822785,4.06016409125491,0.00293869573182452,0.0492942263200281,0.0413464221892058,"9368/9429/185/1813/116085",5
"GO:0009952","GO:0009952","anterior/posterior pattern specification","16/632","219/18888",0.0730593607305936,2.18345760360673,3.27756602899014,0.00294950941142387,0.0492942263200281,0.0413464221892058,"4222/5362/3216/9096/79971/3170/650/8553/2626/1952/6423/4851/7855/6469/8557/6928",16
"GO:0035265","GO:0035265","organ growth","14/632","180/18888",0.0777777777777778,2.32447257383966,3.32202393647259,0.00299722068377616,0.049905395697522,0.0418590515374569,"170302/3479/7161/6910/55512/2626/2627/84944/1893/4851/221476/6469/23414/3952",14
